"gr.gousiosg.javacg.stat.MethodVisitor","com.rohidekar.callgraph.common.MyInstruction"
"gr.gousiosg.javacg.stat.MethodVisitor","com.rohidekar.callgraph.common.MyInstruction"
"gr.gousiosg.javacg.stat.MethodVisitor","com.rohidekar.callgraph.common.MyInstruction"
"gr.gousiosg.javacg.stat.MethodVisitor","com.rohidekar.callgraph.common.DeferredSuperMethod"
"gr.gousiosg.javacg.stat.MethodVisitor","java.lang.StringBuilder"
"gr.gousiosg.javacg.stat.MethodVisitor","java.lang.StringBuilder"
"com.rohidekar.callgraph.common.GraphNode","java.lang.IllegalAccessError"
"dnl.utils.text.table.SeparatorPolicy","dnl.utils.text.table.TextTreeTable$TreeTableSeparatorPolicy"
"gr.gousiosg.javacg.stat.ClassVisitor","java.util.HashMap"
"gr.gousiosg.javacg.stat.ClassVisitor","org.apache.bcel.generic.ConstantPoolGen"
"gr.gousiosg.javacg.stat.ClassVisitor","org.apache.bcel.generic.MethodGen"
"gr.gousiosg.javacg.stat.ClassVisitor","com.rohidekar.callgraph.common.MyMethodVisitor"
"gr.gousiosg.javacg.stat.ClassVisitor","java.lang.StringBuilder"
"gr.gousiosg.javacg.stat.ClassVisitor","java.lang.StringBuilder"
"com.rohidekar.callgraph.common.GraphNode","java.lang.IllegalAccessError"
"dnl.utils.text.table.TextTable","dnl.utils.text.table.TextTreeTable$TreeTableSeparatorPolicy"
"dnl.utils.text.table.TextTable","dnl.utils.text.table.TextTreeTable$TreeTableSeparatorPolicy"
"dnl.utils.text.table.TextTable","dnl.utils.text.table.TextTreeTable$TreeTableSeparatorPolicy"
"dnl.utils.text.table.TextTable","dnl.utils.text.table.TextTreeTableRenderer"
"com.rohidekar.callgraph.packages.RelationshipToGraphTransformerPackages.printTrees()","MyTreeModel.<init>()"
"com.rohidekar.callgraph.packages.RelationshipToGraphTransformerPackages.printTrees()","TextTree.<init>()"
"com.rohidekar.callgraph.packages.RelationshipToGraphTransformerPackages.printTrees()","TextTree.printTree()"
"com.rohidekar.callgraph.common.MyTreeModel.getChild()","GraphNode.getChild()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","MethodGen.getConstantPool()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","MyInstruction.getQualifiedMethodName()"
"MyInstruction.getQualifiedMethodName()","JavaClass.getClassName()"
"MyInstruction.getQualifiedMethodName()","MethodGen.getName()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","MethodGen.getInstructionList()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","InstructionList.getStart()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","InstructionHandle.getInstruction()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","MyMethodVisitor.shouldVisitInstruction()"
"MyMethodVisitor.shouldVisitInstruction()","Instruction.getOpcode()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","Instruction.accept()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","InstructionHandle.getNext()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","MyInstruction.getMethodNameUnqualified()"
"MyInstruction.getMethodNameUnqualified()","MyInstruction.getMethodNameQualified()"
"MyInstruction.getMethodNameUnqualified()","ClassUtils.getShortCanonicalName()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","Relationships.setVisitedMethod()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","Relationships.getMethod()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","JavaClass.getClassName()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","MyInstruction.<init>()"
"MyInstruction.<init>()","ObjectType.getClassName()"
"MyInstruction.<init>()","MyInstruction.getQualifiedMethodName()"
"com.rohidekar.callgraph.common.MyMethodVisitor.<init>()","Relationships.addMethodDefinition()"
"Relationships.addMethodDefinition()","MyInstruction.getMethodNameQualified()"
"com.rohidekar.callgraph.packages.RelationshipToGraphTransformerPackages.determinePackageStructure()","Relationships.getPackagesKeySet()"
"Relationships.getPackagesKeySet()","Multimap.keySet()"
"Relationships.getPackagesKeySet()","ImmutableSet.copyOf()"
"com.rohidekar.callgraph.packages.RelationshipToGraphTransformerPackages.determinePackageStructure()","GraphNodePackage.<init>()"
"GraphNodePackage.<init>()","GraphNode.<init>()"
"com.rohidekar.callgraph.packages.RelationshipToGraphTransformerPackages.determinePackageStructure()","Preconditions.checkNotNull()"
"com.rohidekar.callgraph.packages.RelationshipToGraphTransformerPackages.determinePackageStructure()","ClassUtils.getPackageName()"
"com.rohidekar.callgraph.packages.RelationshipToGraphTransformerPackages.determinePackageStructure()","GraphNodePackage.addChild()"
"com.rohidekar.callgraph.packages.RelationshipToGraphTransformerPackages.determinePackageStructure()","GraphNodePackage.addParent()"
"com.rohidekar.callgraph.packages.RelationshipToGraphTransformerPackages.determinePackageStructure()","Relationships.getChildPackagesOf()"
"Relationships.getChildPackagesOf()","Multimap.get()"
"Relationships.getChildPackagesOf()","ImmutableSet.copyOf()"
"com.rohidekar.callgraph.containments.GraphNodeUtils.removeCyclicCalls()","HashMultimap.create()"
"com.rohidekar.callgraph.containments.GraphNodeUtils.removeCyclicCalls()","CycleRemovingTreeVisitor.<init>()"
"com.rohidekar.callgraph.containments.GraphNodeUtils.removeCyclicCalls()","CycleRemovingTreeVisitor.visit()"
